FIPS,Pop,Density,HH,pop_lt_5,pct_lt_5,pop_gt_65,pct_gt_65,MedAge,White,Pctwhite,Black,Pctblack,Hispanic,PctHispanic,PctImmigra,Unemployed,InLaborFocre,pct_unemployed,MdHHInc,PctVacant,PctHighSch,PctBA,PctGrad,Md_Value
470370121003 ,439,2916.698,189,33,0.075170843,76,0.173120729,40.6,439,1,0,0,13,0.029612756,0.018223235,24,287,0.083623693,71528,0,0.972972973,0.554054054,0.205405405,133800
470370122001 ,841,1114.069,416,39,0.046373365,37,0.043995244,36.6,725,0.862068966,43,0.051129608,64,0.076099881,0,38,528,0.071969697,45179,0.262411348,0.811550152,0.496960486,0.142857143,133800
470370122002 ,705,6190.892,328,61,0.086524823,41,0.058156028,35.1,705,1,0,0,24,0.034042553,0,14,487,0.028747433,85625,0.07082153,0.960923623,0.731793961,0.309058615,134100
470370122003 ,435,4025.96,219,21,0.048275862,29,0.066666667,36.9,349,0.802298851,55,0.126436782,15,0.034482759,0.071264368,15,279,0.053763441,44625,0.182835821,0.877840909,0.59375,0.247159091,134100
470370126001 ,2335,4998.642,837,204,0.087366167,118,0.050535332,28.3,341,0.146038544,1694,0.725481799,198,0.084796574,0.084368308,157,1192,0.131711409,27336,0.079207921,0.750543872,0.15373459,0.049311095,134200
470370127011 ,1111,1440.344,402,187,0.168316832,234,0.210621062,34.6,33,0.02970297,1078,0.97029703,0,0,0.04410441,107,540,0.198148148,31735,0,0.752212389,0.166666667,0.019174041,134500
470370127012 ,3144,1708.44,1114,436,0.138676845,134,0.042620865,26.2,367,0.11673028,2547,0.810114504,0,0,0.082379135,285,1300,0.219230769,27228,0.089869281,0.791819292,0.14041514,0.016483516,134800
470370127013 ,580,3097.944,293,18,0.031034483,157,0.270689655,51.7,0,0,580,1,0,0,0,93,237,0.392405063,29417,0,0.841191067,0.374689826,0.290322581,134900
470370127014 ,1110,2738.892,338,27,0.024324324,222,0.2,37.4,49,0.044144144,1040,0.936936937,0,0,0,68,582,0.116838488,29740,0.224770642,0.844319776,0.117812062,0.053295933,135000
470370127021 ,1680,1499.047,600,73,0.043452381,251,0.149404762,45.7,68,0.04047619,1610,0.958333333,0,0,0.007142857,70,813,0.086100861,58214,0.134199134,0.963265306,0.306122449,0.163265306,135500
470370127022 ,951,1524.335,347,47,0.049421661,103,0.108307045,28.3,206,0.21661409,634,0.666666667,0,0,0.030494217,40,481,0.083160083,40607,0,0.639511202,0.16293279,0.095723014,135800
470370128011 ,1272,1240.88,515,49,0.038522013,296,0.232704403,48.8,145,0.113993711,1028,0.808176101,0,0,0,42,747,0.0562249,67330,0.183835182,0.886811024,0.36515748,0.164370079,135800
470370128012 ,822,823.0557,347,31,0.037712895,143,0.173965937,55,231,0.281021898,591,0.718978102,11,0.013381995,0.013381995,0,398,0,37070,0,0.712871287,0.10466761,0.024045262,136200
470370128013 ,1399,2399.172,394,56,0.040028592,239,0.170836312,35.8,0,0,1353,0.967119371,0,0,0,53,469,0.113006397,44868,0.04136253,0.958227848,0.121518987,0.074683544,136500
470370128014 ,1945,2409.712,741,373,0.191773779,241,0.123907455,21.1,206,0.105912596,1721,0.884832905,163,0.083804627,0.066838046,94,552,0.170289855,16354,0.111510791,0.784237726,0.201550388,0.109819121,136900
470370128021 ,1409,1436.994,521,28,0.01987225,286,0.202980837,48.7,473,0.335699077,936,0.664300923,62,0.044002839,0.044002839,35,698,0.050143266,38802,0.097053726,0.855368234,0.217391304,0.06122449,137300
470370128022 ,1223,7183.496,368,55,0.044971382,117,0.095666394,36.1,59,0.048242028,1105,0.903515944,0,0,0.019623876,16,452,0.03539823,36681,0.146171694,0.702349869,0.093994778,0.027415144,137500
470370128023 ,576,2336.271,212,57,0.098958333,59,0.102430556,32.6,48,0.083333333,528,0.916666667,0,0,0,26,157,0.165605096,33088,0.112970711,0.946745562,0.210059172,0.071005917,137700
470370128024 ,867,238.7377,28,0,0,210,0.242214533,44.9,556,0.641291811,289,0.333333333,7,0.008073818,0.014994233,0,0,0,NA,0,0.618622449,0.022959184,0.003826531,137900
470370130001 ,1117,195.0378,16,17,0.015219338,61,0.054610564,38.9,620,0.555058192,471,0.421665175,62,0.055505819,0.071620412,0,16,0,NA,0,0.74829932,0.045675413,0.029154519,138000
470370131001 ,779,46.83121,320,9,0.011553273,150,0.192554557,49.7,766,0.983311938,4,0.005134788,0,0,0.008985879,6,333,0.018018018,48077,0.106145251,0.762282092,0.126782884,0.033280507,138100
470370131002 ,1711,99.06187,592,94,0.054938632,239,0.139684395,37.2,690,0.40327294,792,0.4628872,0,0,0.090590298,51,825,0.061818182,65750,0.063291139,0.863845446,0.32474701,0.078196872,138700
470370132011 ,1216,3513.894,634,61,0.050164474,224,0.184210526,37.9,911,0.749177632,69,0.056743421,46,0.037828947,0.135690789,46,646,0.07120743,42101,0.132694938,0.866033755,0.321729958,0.117088608,138800
470370132012 ,1781,4555.664,610,54,0.030320045,390,0.218978102,45.1,1240,0.696238069,71,0.039865244,121,0.06793936,0.343065693,28,1014,0.027613412,59853,0.046875,0.813673929,0.250939144,0.051840721,139100
470370132021 ,972,1881.599,436,0,0,115,0.118312757,41.2,808,0.83127572,62,0.063786008,71,0.073045267,0.048353909,60,576,0.104166667,45761,0.099173554,0.794502618,0.146596859,0.045811518,139300
470370132022 ,2048,5541.748,696,158,0.077148438,202,0.098632813,34.3,1642,0.801757813,238,0.116210938,269,0.131347656,0.08984375,75,1242,0.060386473,62007,0.038674033,0.832483613,0.208302986,0.05826657,139400
470370132023 ,544,3399.837,210,47,0.086397059,55,0.101102941,31.5,276,0.507352941,0,0,241,0.443014706,0.321691176,0,282,0,40926,0.106382979,0.771428571,0.215873016,0.066666667,139400
470370133001 ,853,2942.4,340,15,0.017584994,64,0.075029308,31.2,638,0.747948417,5,0.005861665,173,0.202813599,0.188745604,23,520,0.044230769,38000,0.093333333,0.734797297,0.211148649,0.099662162,139900
470370133002 ,1170,4264.951,414,86,0.073504274,109,0.093162393,33.6,855,0.730769231,88,0.075213675,254,0.217094017,0.275213675,24,671,0.035767511,35000,0.141078838,0.793438639,0.19927096,0.070473876,140300
470370133003 ,884,2821.275,375,40,0.045248869,35,0.03959276,30.3,682,0.771493213,95,0.107466063,0,0,0.004524887,75,733,0.102319236,55250,0.11971831,0.856720827,0.471196455,0.143279173,140600
470370133004 ,1163,6130.467,457,190,0.163370593,8,0.006878762,25.9,662,0.569217541,382,0.328460877,332,0.285468616,0.192605331,51,699,0.072961373,31815,0.194003527,0.778699862,0.403872752,0.175656985,140700
470370134001 ,1605,4824.659,709,75,0.046728972,191,0.119003115,33.6,1605,1,0,0,12,0.007476636,0.04423676,75,1157,0.064822818,105863,0.039295393,0.970160673,0.669472073,0.322876817,141000
470370134002 ,1142,2154.745,576,137,0.119964974,93,0.081436077,29.8,933,0.816987741,104,0.091068301,56,0.049036778,0.070052539,36,778,0.046272494,105294,0.088607595,1,0.703583062,0.378935939,141100
470370134003 ,1606,3000.065,759,47,0.029265255,111,0.069115816,32.6,1420,0.884184309,0,0,0,0,0.0498132,32,1205,0.026556017,100688,0,0.951372549,0.738823529,0.220392157,141400
470370135001 ,1042,6741.778,432,131,0.12571977,55,0.052783109,29.1,728,0.69865643,269,0.25815739,39,0.037428023,0.030710173,108,705,0.153191489,39000,0.084745763,0.839393939,0.516666667,0.163636364,141800
470370135002 ,1045,2914.674,517,37,0.035406699,65,0.062200957,30.4,674,0.644976077,234,0.223923445,91,0.08708134,0.088038278,32,725,0.044137931,48977,0.155228758,0.960687961,0.555282555,0.194103194,142900
470370136011 ,651,2168.034,285,0,0,83,0.12749616,35.1,36,0.055299539,590,0.906298003,14,0.021505376,0.021505376,44,400,0.11,17132,0.109375,0.839622642,0.240566038,0.127358491,143000
470370136012 ,790,3945.221,338,78,0.098734177,69,0.087341772,47.3,53,0.067088608,675,0.85443038,0,0,0.082278481,0,446,0,33750,0.199052133,0.916797488,0.346938776,0.222919937,143500
470370136013 ,304,2925.583,140,43,0.141447368,26,0.085526316,22,0,0,304,1,0,0,0,0,91,0,17292,0.2,0.946969697,0,0,143600
470370136014 ,1712,5662.072,533,237,0.138434579,80,0.046728972,20.4,126,0.073598131,1543,0.901285047,43,0.025116822,0.001168224,226,678,0.333333333,23534,0.030909091,0.704512373,0.037845706,0.013100437,143600
470370136021 ,1868,2292.115,146,0,0,46,0.024625268,19.6,227,0.121520343,1600,0.856531049,19,0.010171306,0.040149893,119,812,0.146551724,23611,0.210810811,0.768211921,0.158940397,0,146300
470370137001 ,1509,1514.932,641,91,0.060304838,180,0.119284294,34.1,526,0.348575215,881,0.583830351,9,0.005964215,0.062292909,86,616,0.13961039,27775,0.062865497,0.740740741,0.508508509,0.221221221,146600
470370137002 ,791,4252.068,251,129,0.163084703,112,0.14159292,41.5,0,0,791,1,0,0,0,32,256,0.125,41827,0.119298246,0.682481752,0.390510949,0.26459854,147000
470370137003 ,837,2012.012,490,0,0,273,0.326164875,57.2,99,0.11827957,729,0.870967742,30,0.035842294,0.017921147,60,328,0.182926829,23750,0.033530572,0.883396705,0.20278834,0.087452471,147700
470370137004 ,2035,2376.176,704,203,0.0997543,132,0.064864865,22.4,50,0.024570025,1832,0.9002457,0,0,0.055036855,78,755,0.103311258,22574,0,0.78998779,0.113553114,0,148300
470370137005 ,658,3614.425,317,0,0,117,0.17781155,45.2,18,0.027355623,624,0.948328267,0,0,0,98,376,0.260638298,37948,0,0.768916155,0,0,148500
470370138001 ,1027,8110.742,337,10,0.009737098,107,0.104186952,33.4,68,0.066212269,890,0.866601753,0,0,0.004868549,91,545,0.166972477,31277,0.076712329,0.791401274,0.122611465,0.025477707,148700
470370138002 ,935,4710.681,357,45,0.048128342,134,0.143315508,29.8,21,0.022459893,899,0.961497326,23,0.02459893,0,81,474,0.170886076,25446,0.129268293,0.879759519,0.132264529,0.048096192,148900
470370139001 ,1727,4612.103,679,53,0.030689056,177,0.102489867,30.7,90,0.052113492,1542,0.892877823,25,0.01447597,0.029530979,154,836,0.184210526,22260,0.167892157,0.759467758,0.13408393,0.068577277,149800
470370142001 ,857,4957.584,425,47,0.054842474,80,0.093348891,35.1,49,0.057176196,808,0.942823804,0,0,0.046674446,92,444,0.207207207,20030,0.047085202,0.697416974,0.136531365,0.081180812,150000
470370142002 ,1634,6686.607,453,134,0.082007344,35,0.021419829,20.8,351,0.214810282,1228,0.751529988,28,0.017135863,0.047123623,101,697,0.144906743,17150,0.189624329,0.806239737,0.149425287,0.02134647,150000
470370143001 ,629,4211.275,279,43,0.06836248,113,0.179650238,46.3,28,0.044515103,592,0.941176471,0,0,0.036565978,33,237,0.139240506,28625,0.144171779,0.882352941,0.228991597,0.033613445,150300
470370143002 ,1257,3824.834,492,66,0.052505967,84,0.066825776,33.7,252,0.200477327,966,0.76849642,121,0.096260939,0.038186158,59,613,0.096247961,31875,0.271111111,0.712394705,0.108303249,0.044524669,151800
470370144001 ,754,4351.738,278,129,0.171087533,16,0.021220159,16.9,17,0.022546419,608,0.806366048,2,0.00265252,0.082228117,12,302,0.039735099,22742,0.085526316,0.856687898,0.191082803,0.015923567,151800
470370144002 ,592,1067.436,396,0,0,53,0.089527027,29.8,234,0.39527027,272,0.459459459,36,0.060810811,0.065878378,22,366,0.06010929,26154,0.061611374,0.857429719,0.451807229,0.176706827,152000
470370148001 ,319,1886.449,116,16,0.05015674,61,0.191222571,53.2,0,0,319,1,0,0,0,0,135,0,NA,0.064516129,0.752475248,0.092409241,0.02640264,152000
470370148002 ,570,13846.7,285,48,0.084210526,14,0.024561404,23,64,0.112280702,488,0.856140351,82,0.143859649,0,69,259,0.266409266,22577,0.208333333,0.484,0.044,0,152100
470370148003 ,1934,23308.14,600,531,0.274560496,18,0.009307135,13.2,44,0.022750776,1890,0.977249224,0,0,0.04188211,88,371,0.237196765,12850,0.093655589,0.526645768,0.056426332,0.034482759,152200
470370151001 ,1275,2696.932,374,57,0.044705882,183,0.143529412,34.7,1176,0.922352941,17,0.013333333,71,0.055686275,0.065882353,115,792,0.14520202,68889,0,0.808510638,0.246558198,0.058823529,152300
470370151002 ,574,2041.983,230,17,0.029616725,19,0.033101045,46.1,531,0.925087108,1,0.00174216,0,0,0.085365854,1,351,0.002849003,54375,0,0.889784946,0.365591398,0.037634409,152500
470370151003 ,881,1248.74,452,67,0.076049943,187,0.212258797,50.7,806,0.914869467,26,0.029511918,0,0,0.026106697,11,545,0.020183486,48250,0.069958848,0.874831763,0.30282638,0.119784657,152600
470370151004 ,1672,1142.391,737,75,0.044856459,169,0.101076555,34.2,1218,0.7284689,136,0.081339713,156,0.093301435,0.141746411,34,975,0.034871795,46067,0.070617907,0.889261745,0.354865772,0.087248322,152600
470370152001 ,1873,1967.141,801,129,0.068873465,312,0.166577683,47.4,1769,0.944474106,92,0.04911906,321,0.171382808,0.086492258,11,1028,0.010700389,62614,0.107023411,0.861263736,0.238324176,0.043956044,153000
470370152002 ,919,2201.886,375,79,0.085963003,123,0.133841132,35.7,715,0.778019587,33,0.035908596,147,0.159956474,0.155603917,49,495,0.098989899,60642,0,0.8101473,0.371522095,0.130932897,153200
470370153001 ,489,1335.679,203,0,0,130,0.265848671,45.5,416,0.850715746,0,0,0,0,0.042944785,0,293,0,75855,0.194444444,0.966101695,0.600484262,0.121065375,153600
470370153002 ,2602,1034.044,1107,153,0.058800922,538,0.206764028,42.8,2158,0.829362029,413,0.158724058,81,0.0311299,0.06264412,74,1388,0.053314121,61332,0.072087175,0.943703704,0.436049383,0.192098765,153600
470370153003 ,1449,858.3697,571,71,0.04899931,322,0.222222222,46.7,1387,0.95721187,0,0,254,0.175293306,0.093857833,15,846,0.017730496,57589,0.116099071,0.988475177,0.312943262,0.118794326,153700
470370153004 ,1406,586.8574,642,95,0.067567568,68,0.048364154,36.6,1140,0.810810811,266,0.189189189,0,0,0.009246088,13,792,0.016414141,68021,0.053097345,1,0.541993281,0.12206047,153800
470370154011 ,505,276.4944,152,40,0.079207921,71,0.140594059,37.5,427,0.845544554,78,0.154455446,366,0.724752475,0.59009901,9,212,0.04245283,76212,0,0.473154362,0.05033557,0,153900
470370154012 ,1575,1062.817,646,27,0.017142857,422,0.267936508,51.1,1389,0.881904762,55,0.034920635,0,0,0.107301587,68,909,0.074807481,86087,0,0.975629569,0.481722177,0.180341186,154200
470370154013 ,3582,3435.224,1538,174,0.048576214,568,0.158570631,41.8,2911,0.812674484,435,0.121440536,808,0.225572306,0.097710776,145,2364,0.061336717,61594,0.110982659,0.93901543,0.307127112,0.087435709,154700
470370154021 ,639,2574.376,230,9,0.014084507,122,0.190923318,33.7,542,0.848200313,87,0.136150235,244,0.381846635,0.029733959,21,371,0.056603774,72262,0.222972973,0.76,0.17,0.0225,155100
470370154022 ,861,4529.045,334,98,0.113821138,225,0.261324042,47.6,828,0.961672474,12,0.013937282,25,0.029036005,0,6,402,0.014925373,56786,0.05915493,0.925457103,0.358649789,0.026722925,155800
470370154023 ,1113,2283.964,387,86,0.077268643,48,0.043126685,31.2,871,0.782569632,242,0.217430368,55,0.049415993,0,20,782,0.025575448,44413,0,0.905817175,0.163434903,0.059556787,155900
470370154024 ,1344,602.611,663,82,0.061011905,193,0.14360119,39.5,941,0.70014881,326,0.242559524,19,0.014136905,0.023065476,41,913,0.0449069,36182,0,0.923224568,0.25815739,0.049904031,156100
470370154025 ,509,3316.596,193,21,0.041257367,117,0.229862475,43.7,509,1,0,0,0,0,0,25,258,0.096899225,59476,0,0.90521327,0.293838863,0.033175355,156400
470370154041 ,701,1402.313,301,83,0.118402282,55,0.078459344,30.1,492,0.701854494,110,0.156918688,132,0.188302425,0.082738944,57,467,0.122055675,36544,0.12244898,0.953744493,0.129955947,0,156900
470370154042 ,846,2098.743,330,60,0.070921986,139,0.1643026,34.5,736,0.869976359,0,0,172,0.203309693,0.278959811,7,486,0.014403292,43198,0.12,0.711805556,0.086805556,0.034722222,157300
470370154043 ,1207,2058.271,594,44,0.036454018,504,0.417564209,58.3,1094,0.906379453,96,0.07953604,14,0.011599006,0.022369511,63,534,0.117977528,40431,0.313294798,0.911177645,0.345309381,0.093812375,157600
470370154051 ,2976,5506.31,1009,224,0.075268817,250,0.084005376,34.2,2297,0.771841398,395,0.132728495,300,0.100806452,0.092741935,53,1734,0.030565167,61103,0.055243446,0.957087753,0.31388621,0.081485053,158200
470370154052 ,2072,2660.689,874,203,0.097972973,255,0.123069498,38.2,1659,0.800675676,294,0.141891892,131,0.063223938,0.023166023,77,1082,0.07116451,40313,0.077085533,0.87546607,0.214765101,0.042505593,158300
470370155011 ,1638,1177.621,862,24,0.014652015,206,0.125763126,37.5,1444,0.881562882,156,0.095238095,56,0.034188034,0.036019536,71,1201,0.059117402,61452,0.029279279,0.991959064,0.457602339,0.144005848,158600
470370155012 ,324,1326.349,186,0,0,73,0.225308642,54.1,304,0.938271605,6,0.018518519,0,0,0.00308642,19,175,0.108571429,54300,0.122641509,0.945762712,0.081355932,0,159300
470370155013 ,1169,1220.916,500,19,0.016253208,75,0.064157399,30.8,877,0.750213858,180,0.153977759,127,0.108639863,0.03849444,0,731,0,56071,0.197431782,0.926439232,0.334754797,0.109808102,159500
470370155021 ,1191,3794.352,629,97,0.081444165,97,0.081444165,31.7,863,0.724601175,281,0.235936188,23,0.019311503,0.101595298,43,699,0.061516452,29250,0.111581921,0.86351706,0.199475066,0.020997375,159600
470370155022 ,1125,980.4516,457,26,0.023111111,101,0.089777778,35,724,0.643555556,247,0.219555556,0,0,0.177777778,0,640,0,45750,0.039915966,0.853546911,0.321510297,0.084668192,160600
470370155023 ,1500,2692.303,748,113,0.075333333,274,0.182666667,48.2,1341,0.894,84,0.056,18,0.012,0.06,8,841,0.009512485,39063,0.10952381,0.877316858,0.328331862,0.093556929,160700
470370156091 ,517,2457.393,282,0,0,0,0,29.6,330,0.638297872,140,0.270793037,7,0.013539652,0.090909091,9,425,0.021176471,53500,0,1,0.537537538,0,161200
470370156092 ,2291,9754.66,1292,263,0.114797032,90,0.039284155,28.8,1564,0.682671323,170,0.074203405,77,0.033609777,0.209515495,38,1691,0.02247191,55714,0.105882353,0.992866407,0.477302205,0.142671855,161400
470370156093 ,1262,920.2859,602,98,0.077654517,158,0.125198098,36,857,0.679080824,215,0.170364501,101,0.080031696,0.092709984,61,768,0.079427083,70489,0.062305296,0.952202437,0.425492034,0.08153702,161500
470370156101 ,1381,7189.191,611,133,0.096307024,124,0.089790007,33.1,914,0.661839247,426,0.308472122,18,0.013034033,0.074583635,1,993,0.001007049,54401,0.09077381,0.922924901,0.442687747,0.065217391,161700
470370156102 ,4927,970.5647,1809,176,0.035721534,793,0.160949868,45.2,3718,0.754617414,833,0.169068399,209,0.042419322,0.078546783,160,2679,0.059723778,85208,0.029506438,0.956595745,0.392056738,0.124255319,161800
470370156103 ,2522,2243.97,1260,194,0.076923077,119,0.047184774,30.4,1798,0.712926249,566,0.224425059,30,0.011895321,0.05075337,18,1777,0.010129432,51280,0.165562914,0.972619048,0.445833333,0.20952381,163000
470370156121 ,970,287.1632,427,81,0.083505155,62,0.063917526,37.3,649,0.669072165,230,0.237113402,91,0.093814433,0.254639175,40,673,0.059435364,55664,0,0.906976744,0.404924761,0.032831737,163000
470370156122 ,3077,7956.059,1601,345,0.112122197,166,0.053948651,35.8,1392,0.45238869,1598,0.519337017,209,0.067923302,0.066948326,98,2146,0.045666356,47224,0.130836048,0.928057554,0.288669065,0.075089928,163200
470370156123 ,2238,3633.241,951,227,0.101429848,150,0.067024129,30.3,1206,0.538873995,723,0.3230563,129,0.057640751,0.069705094,108,1486,0.072678331,50092,0.043259557,0.985340982,0.333970682,0.069471001,163300
470370156124 ,405,1751.096,155,20,0.049382716,95,0.234567901,35.5,305,0.75308642,100,0.24691358,0,0,0.298765432,0,291,0,NA,0.298642534,0.948881789,0.370607029,0,163600
470370156131 ,1363,1161.647,743,182,0.13352898,105,0.07703595,35,532,0.390315481,589,0.432134996,241,0.176815847,0.203228173,0,950,0,27245,0.033810143,0.888671875,0.208007813,0.0078125,164100
470370156132 ,1628,6240.769,322,342,0.21007371,72,0.044226044,26.8,1025,0.62960688,147,0.09029484,1059,0.6504914,0.431818182,12,643,0.018662519,57308,0.030120482,0.713679745,0.053022269,0.022269353,164100
470370156133 ,1680,2103.429,28,0,0,16,0.00952381,32.4,657,0.391071429,996,0.592857143,107,0.063690476,0.053571429,0,9,0,NA,0,0.706415094,0.052830189,0.013584906,164300
470370156134 ,990,940.9108,511,35,0.035353535,80,0.080808081,39.2,714,0.721212121,275,0.277777778,58,0.058585859,0.24040404,55,655,0.083969466,43114,0.098765432,0.949438202,0.266853933,0.032303371,164300
470370156141 ,1309,6822.891,405,97,0.074102368,125,0.095492743,29.7,690,0.527119939,279,0.213139801,569,0.434682964,0.230710466,31,706,0.043909348,37083,0.01937046,0.828125,0.361979167,0.033854167,164500
470370156142 ,3263,5581.598,1202,283,0.086730003,106,0.032485443,33.3,1864,0.571253448,893,0.273674533,572,0.175298805,0.392889979,34,2013,0.016890214,47972,0.013945857,0.861501211,0.339951574,0.094915254,164700
470370156151 ,3181,5546.211,915,470,0.147752279,81,0.025463691,28.2,2125,0.668028922,367,0.115372524,1303,0.409619616,0.303678089,122,1534,0.079530639,37946,0.044885177,0.684709821,0.119977679,0.033482143,165000
470370156152 ,1937,6720.906,665,60,0.030975736,127,0.065565307,32.7,838,0.432627775,694,0.358286009,540,0.278781621,0.276716572,158,1031,0.153249273,47321,0.047277937,0.835322196,0.30708035,0.079554495,165400
470370156171 ,1033,3438.927,392,13,0.012584705,206,0.199419167,46.4,614,0.594385286,403,0.390125847,4,0.003872217,0.022265247,49,592,0.08277027,64643,0.090487239,0.834951456,0.367718447,0.133495146,165900
470370156172 ,1346,1467.273,604,107,0.079494799,174,0.129271917,44.8,945,0.702080238,382,0.283803863,55,0.040861813,0.085438336,47,829,0.056694813,67955,0.075038285,0.967413442,0.400203666,0.150712831,165900
470370156181 ,1178,3026.002,475,79,0.067062818,196,0.166383701,38,615,0.522071307,527,0.447368421,73,0.06196944,0.127334465,48,672,0.071428571,41458,0.072265625,0.97615894,0.169536424,0,166400
470370156182 ,1479,6637.393,565,277,0.187288709,127,0.08586883,30.1,799,0.540229885,650,0.439486139,442,0.298850575,0.283975659,0,772,0,49089,0.211994421,0.928735632,0.342528736,0.113793103,166700
470370156183 ,940,5595.251,350,46,0.04893617,70,0.074468085,43.6,505,0.537234043,435,0.462765957,119,0.126595745,0.260638298,11,607,0.018121911,47794,0,0.779635258,0.132218845,0.109422492,167100
470370156184 ,2099,3173.362,909,85,0.040495474,246,0.117198666,40.6,932,0.444020962,989,0.471176751,60,0.02858504,0.097189138,169,1485,0.113804714,54088,0,0.939008043,0.276809651,0.105227882,167400
470370156191 ,1554,1810.981,527,70,0.045045045,61,0.039253539,35.7,1016,0.653796654,353,0.227155727,163,0.104890605,0.168597169,14,852,0.016431925,62232,0.011257036,0.921282799,0.531584062,0.151603499,167500
470370156192 ,1607,2922.968,572,86,0.053515868,220,0.136901058,43,860,0.535158681,601,0.373988799,112,0.069695084,0.156813939,60,767,0.078226858,70056,0.025553663,0.925589837,0.412885662,0.127949183,167600
470370156193 ,2057,1515.584,854,113,0.05493437,253,0.122994652,35.4,965,0.469129801,1005,0.488575596,221,0.107438017,0.098201264,15,1310,0.011450382,61210,0.018390805,0.990424077,0.373461012,0.114911081,167700
470370156201 ,2467,8136.889,801,387,0.156870693,283,0.114714228,31.9,930,0.376976084,768,0.311309283,968,0.392379408,0.415889745,13,1214,0.010708402,30250,0.087699317,0.782930108,0.315860215,0.155241935,167800
470370156202 ,3124,6470.341,1061,225,0.072023047,85,0.027208707,35.1,1639,0.524647887,1485,0.475352113,106,0.033930858,0.221510883,61,1555,0.039228296,54931,0,0.859319451,0.135093956,0.069070594,168500
470370156203 ,2122,3748.181,866,97,0.045711593,240,0.113100848,46.2,892,0.420358153,951,0.448162111,189,0.089066918,0.197455231,95,1433,0.066294487,54191,0,0.898854962,0.20610687,0.058524173,168700
470370156221 ,1073,1122.185,426,4,0.003727866,49,0.045666356,45.6,1009,0.940354147,64,0.059645853,32,0.029822926,0.018639329,54,793,0.068095839,87273,0,0.934837093,0.503759398,0.197994987,168800
470370156222 ,3106,2223.104,1155,226,0.072762395,296,0.09529942,35,2070,0.666452028,901,0.290083709,313,0.100772698,0.131680618,112,1735,0.064553314,71635,0,0.915779284,0.316553727,0.130687318,169200
470370156231 ,3354,2978.583,1492,538,0.160405486,239,0.071258199,29.3,1097,0.327072153,1927,0.574537865,160,0.047704234,0.098389982,242,1775,0.136338028,30256,0.083538084,0.766319773,0.232261116,0.03500473,169700
470370156232 ,2308,2345.235,893,346,0.149913345,305,0.132149047,35.4,1958,0.848353553,223,0.096620451,280,0.121317158,0.098786828,42,1225,0.034285714,80541,0.011074197,0.929856115,0.457434053,0.210431655,170200
470370156241 ,3319,4432.958,1301,233,0.070201868,230,0.069297981,33.9,1872,0.564025309,1339,0.40343477,273,0.082253691,0.065381139,192,2091,0.091822095,54283,0.068718683,0.937888199,0.271960958,0.08296362,170500
470370156242 ,1739,2597.438,877,65,0.037377803,70,0.040253019,30.6,1481,0.851638873,87,0.050028752,69,0.039677976,0.024151811,46,1162,0.039586919,47469,0.122122122,0.948231234,0.421915444,0.090595341,171000
470370156251 ,2065,5068.393,941,55,0.026634383,194,0.093946731,42.8,1504,0.728329298,448,0.216949153,75,0.036319613,0.207748184,171,1294,0.132148377,47382,0.014659686,0.919354839,0.319775596,0.119915849,171100
470370156252 ,3211,979.6392,1421,211,0.065711616,281,0.087511679,37.2,2543,0.79196512,543,0.169106197,137,0.042665836,0.064154469,96,2094,0.045845272,61850,0.05518617,0.908818493,0.407962329,0.086044521,171400
470370156261 ,4044,4942.389,1615,213,0.052670623,230,0.056874382,32.8,1789,0.442383778,1783,0.440900099,459,0.113501484,0.321216617,103,2436,0.04228243,35274,0.018833536,0.934407796,0.284107946,0.065217391,172000
470370156262 ,2664,5413.36,1150,224,0.084084084,79,0.029654655,28.9,685,0.257132132,1590,0.596846847,165,0.061936937,0.303678679,86,1712,0.050233645,42500,0.056603774,0.910165485,0.276595745,0.108747045,172200
470370156271 ,1439,1837.284,441,88,0.061153579,115,0.079916609,32.6,725,0.503822099,398,0.276580959,349,0.242529534,0.217512161,36,724,0.049723757,42411,0.037117904,0.677060134,0.142538976,0.023385301,172400
470370156272 ,1552,1559.619,524,113,0.072809278,109,0.070231959,34.3,559,0.360180412,807,0.519974227,133,0.085695876,0.1875,61,808,0.07549505,54881,0.080701754,0.845595855,0.214507772,0.070466321,173200
470370156281 ,1407,2540.943,463,176,0.125088842,0,0,29,575,0.408670931,507,0.360341151,535,0.380241649,0.397299218,19,849,0.02237927,49539,0.072144289,0.802696078,0.363970588,0.106617647,173500
470370156282 ,2321,8237.304,1097,220,0.09478673,237,0.102111159,29.3,881,0.379577768,1387,0.597587247,280,0.120637656,0.198190435,132,1349,0.097850259,36179,0.140955364,0.868471954,0.184397163,0.02901354,174800
470370156291 ,907,2877.803,471,25,0.027563396,0,0,28.3,521,0.574421169,332,0.366041896,0,0,0.022050717,24,750,0.032,40125,0.138939671,0.971717172,0.646464646,0.064646465,175600
470370156292 ,3441,2453.859,1516,278,0.080790468,190,0.055216507,30.6,1183,0.343795408,2125,0.617553037,138,0.040104621,0.20110433,53,1940,0.027319588,46928,0,0.907016061,0.439983094,0.184699915,175800
470370156293 ,1593,2305.229,693,263,0.165097301,0,0,27.2,885,0.555555556,500,0.313873195,0,0,0.036409291,62,1017,0.060963618,47592,0.057142857,0.999018646,0.469087341,0.135426889,176300
